Sentence #,sylhet_word,bio_tag
,পরপার,O
Sentence: 192,চউক,O
,মেললেউ,O
,দেখি,O
,তুমারে,O
,চউক,O
,মুজলে,O
,পাইলাই,O
,আরো,O
,কান্দাত,O
Sentence: 193,আরো,O
,বেশি,O
,ভালোবাসা,O
,মুই,O
,দিতাম,O
,চাই,O
Sentence: 194,ওউ,O
,গানটা,O
,আমার,O
,অতো,O
,প্রিয়,O
,এখনো,O
,হুনি,O
,বাক্কা,O
,সুন্দর,O
,এখটা,O
,অনুভূতি,O
,কাম,O
,করে,O
Sentence: 195,যৌবন,O
,আওয়ার,O
,আগেউ,O
,তারে,O
,ভালাপাইছলাম,O
,আরখবার,O
,যৌবন,O
,হেষ,O
,অওয়ার,O
,বাদেও,O
,তারেউ,O
,ভালাপাইমু,O
Sentence: 196,সাত,O
,বত্‌সর,O
,বাদে,O
,আমার,O
,ফছন্দর,O
,গানটা,O
,খুজিয়া,O
,ফাইলাম,O
Sentence: 197,জীবনে,O
,বহুত,O
,গান,O
,হুনি,O
,এরবাদেও,O
,খেনে,O
,জানি,O
,না,O
,অউ,O
,গান,O
,গুইন্তর,O
,মতো,O
,অতো,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 198,যেসময়,O
,গান,O
,গুতা,O
,নয়া,O
,বারইছিল,O
,হেসময়,O
,বাক্কা,O
,হুনছি,O
Sentence: 199,ওউ,O
,গানটা,O
,যে,O
,খতবার,O
,হুনছি,O
,তার,O
,কুনো,O
,হিসাব,O
,নাই,O
Sentence: 200,হুরুকালর,O
,ঘটনাগুইন,O
,মনো,O
,পড়ি,O
,যায়,O
Sentence: 201,মাত্র,O
,এখ,O
,বছর,O
,বাদে,O
,গানগুতার,O
,বয়স,O
,এখ,O
,যুগ,O
,অই,O
,যাইবো,O
Sentence: 202,পরেদি,O
,আমার,O
,হুরুতাইন,B-REL
,যেব্‌লা,B-REL
,অতা,O
,গান,O
,দেখবা,O
,তারার,O
,আব্বা,B-REL
,কতখান,O
,রোমান্টিক,O
,আছিল,O
Sentence: 203,অউ,O
,গানটা,O
,খতবার,O
,হুনছি,O
,মুই,O
,নিজেউ,O
,জানি,O
,না,O
Sentence: 204,ওলাউ,O
,যাইবো,O
,গি,O
,সময়,O
,কিন্তু,O
,থাকি,O
,যাইবো,O
,অলান,O
,কিছু,O
,গান,O
Sentence: 205,তারারে,O
,অনেক,O
,দইন্যবাদ,O
,যারা,O
,অউ,O
,গান,O
,গুইন,O
,উপহার,O
,দিয়া,O
,গেছইন,O
Sentence: 206,রুমি,B-PER
,ভাইয়া,B-REL
,আরখবার,O
,ফিরিয়া,O
,আও,O
,সবর,O
,মাঝে,O
,নয়া,O
,গান,O
,লইয়া,O
Sentence: 207,পুরানা,O
,দিনর,O
,মাত,O
,মনো,O
,পড়ি,O
,গেলো,O
Sentence: 208,হারাই,O
,গেছে,O
,গিয়া,O
,খতকিছু,O
,খত,O
,আফনজন,O
Sentence: 209,খালি,O
,গানটা,O
,যেমলা,O
,আছলি,O
,হেমলা,O
,অউ,O
,রই,O
,গেলো,O
Sentence: 210,ওউ,O
,গান,O
,গুইন,O
,লইয়া,O
,অনেখ,O
,আবেগ,O
,আছে,O
Sentence: 211,অউ,O
,গানটা,O
,হুনিয়া,O
,চকুত,O
,পানি,O
,আইচ্চে,O
Sentence: 212,অতা,O
,গান,O
,হুরু,O
,থাকি,O
,হুনিয়া,O
,বড়,O
,অইছি,O
Sentence: 213,অউ,O
,গানটা,O
,হুনিয়া,O
,মনো,O
,অইলো,O
,আমি,O
,বাংলাদেশ,B-LOC
,থাকি,O
,গুরিয়া,O
,আইলাম,O
Sentence: 214,উউ,O
,ছবিখান,B-OBJ
,দেখলে,O
,বুজা,O
,যায়,O
,আমরার,O
,দেশর,B-LOC
,লাগি,O
,খতো,O
,খষ্ট,O
,করছইন,O
,মুক্তিযুদ্ধা,B-ROLE
,ভাইসাবরা,I-ROLE
Sentence: 215,আমরা,O
,জীবনেও,O
,ভুলতাম,O
,ফারতাম,O
,নায়,O
Sentence: 216,যতদিন,O
,দুনিয়ার,B-LOC
,বুকুত,O
,বাংলাদেশ,B-LOC
,নাম,O
,অগু,O
,থাখবো,O
,ততদিন,O
,পর্যন্ত,O
,অউ,O
,গান,O
,অগু,O
,চলতো,O
,থাখবো,O
Sentence: 217,মুক্তিযুদ্ধর,B-ROLE
,ভাইরা,I-ROLE
,আমরার,O
,লাগি,O
,খতো,O
,খষ্ট,O
,করছইন,O
Sentence: 218,গানটা,O
,হুনিয়া,O
,মোর,O
,অনেখ,O
,বালা,O
,লাগছে,O
Sentence: 219,গানটা,O
,হুনিয়া,O
,চকুত,O
,পানি,O
,আইচ্চে,O
,হাছাউ,O
,বাক্কা,O
,ভালা,O
,লাগছে,O
Sentence: 220,ভারতীয়,B-ROLE
,অইয়াও,O
,আমি,O
,কানো,O
,জানু,O
,বাংলাদেশি,B-ROLE
,অনুভব,O
,খরিয়ার,O
Sentence: 221,আইজকুর,O
,অউ,O
,দিনে,O
,বাংলাদেশরে,B-LOC
,খুব,O
,মনো,O
,পড়ের,O
Sentence: 222,হুরুকালর,O
,খতা,O
,মনো,O
,পড়ি,O
,যায়,O
,যতবার,O
,গানটা,O
,হুনি,O
,অতীত,O
,জীবনো,O
,ফিরিয়া,O
,যাই,O
Sentence: 223,অউ,O
,ছুটো,O
,ফুয়া,O
,ইগু,O
,বল,B-OBJ
,দিয়া,O
,খেলার,O
Sentence: 224,বেটা,O
,ইগুয়ে,O
,ফোনে,B-OBJ
,মাতের,O
Sentence: 225,বারে,O
,বাক্কা,O
,কয়জন,O
,মানুষ,O
,ঘুরিয়া,O
,বেড়ার,O
Sentence: 226,রাইতকু,O
,এখ,O
,গাট্টি,O
,বেটাইন,O
,এখলগে,O
,বই,O
,রয়,O
Sentence: 227,তুমি,O
,ছাড়া,O
,সময়টারে,O
,নিজরার,O
,মতো,O
,খরিয়া,O
,গুছাইয়া,O
,লউয়ার,O
,চেষ্টা,O
,খরিয়ার,O
Sentence: 228,আইজকুু,O
,তুমার,O
,ফুড়িরে,B-REL
,লইয়া,O
,হারা,O
,বই,B-LOC
,মেলা,I-LOC
,পাখাইছি,O
,কিন্তু,O
,কুনো,O
,মজা,O
,ফাইছি,O
,না,O
Sentence: 229,তুমার,O
,ফচন্দর,O
,বাক্কা,O
,কয়টা,O
,বই,B-OBJ
,কিনছি,O
Sentence: 230,সবতা,O
,কিলা,O
,নিরাই,O
,আর,O
,ফাখা,O
,লাগছিল,O
Sentence: 231,মুই,O
,জানি,O
,আমরার,O
,আর,O
,কুনোদিন,O
,অউ,O
,পারে,O
,একলগে,O
,বই,B-OBJ
,পড়া,O
,অইতো,O
,নায়,O
Sentence: 232,তুমি,O
,নাই,O
,অউ,O
,কঠিন,O
,সত্তিটা,O
,মুই,O
,এবোধরি,O
,বিশ্বাস,O
,খরতাম,O
,ফারিয়ার,O
,না,O
Sentence: 233,খেনে,O
,জানি,O
,মনে,O
,অয়,O
,বেলা,O
,শেষে,O
,তুমি,O
,ঘরো,O
,ফিরবায়,O
Sentence: 234,মুই,O
,এখ,O
,সইন্দাকালো,O
,অফিস,B-ORG
,থাকি,O
,বাসাত,O
,আইয়া,O
,দেখমু,O
,তুমি,O
,আছো,O
,হাছাউ,O
,তুমি,O
,আছো,O
Sentence: 235,তুমি,O
,তুমার,O
,ফুড়িরে,B-REL
,লইয়া,O
,ব্যস্ত,O
,সময়,O
,পার,O
,কররায়,O
Sentence: 236,মুই,O
,জিন্দেগিত,O
,ইকান,O
,ভাবছিও,O
,না,O
,যে,O
,আমার,O
,ফুড়ি,B-REL
,তাইর,O
,মার,B-REL
,আদর,O
,ভালোবাসা,O
,ছাড়া,O
,বড়,O
,অইবো,O
,বাসার,O
,কামর,B-ROLE
,মানুষর,I-ROLE
,টাইন,O
Sentence: 237,দম,O
,বন,O
,অইয়া,O
,আয়,O
,চিক্কার,O
,মারিয়া,O
,কান্দার,O
,ইচ্ছা,O
,খরে,O
Sentence: 238,তুমি,O
,জানোনি,O
,হাছাউ,O
,বাফ,B-REL
,অইয়া,O
,মার,B-REL
,দায়িত্ব,O
,ফালন,O
,খরা,O
,খুব,O
,কঠিন,O
Sentence: 239,হুরুতারে,O
,এখমাত্র,O
,তারার,O
,মার,B-REL
,কুলেউ,O
,মানায়,O
Sentence: 240,তুমার,O
,ফুড়ি,O
,মোর,O
,কুলো,O
,আইয়া,O
,খালি,O
,তুমারে,O
,খুঁজে,O
,মনে,O
,অয়,O
Sentence: 241,তুমি,O
,যাওয়ার,O
,পর,O
,থাকি,O
,তুমার,O
,ফুড়ি,B-REL
,কিলান,O
,জানি,O
,নিরাই,O
,অই,O
,গেছে,O
Sentence: 242,ইখটা,O
,হয়তো,O
,কেউ,O
,বুজতো,O
,ফারের,O
,না,O
,মুই,O
,ছাড়া,O
Sentence: 243,মুই,O
,তো,O
,বাফ,B-REL
,মুই,O
,মোর,O
,ফুড়ির,B-REL
,মুকর,O
,দিকে,O
,চাইয়া,O
,বহুত্তা,O
,বুজতাম,O
,ফারি,O
Sentence: 244,ইলান,O
,মানুষ,O
,কুনোদিন,O
,ঠিক,O
,অইন,O
,না,O
Sentence: 245,তারার,O
,দুইজনর,O
,বিয়া,O
,অউয়ার,O
,কথা,O
,আছিল,O
Sentence: 246,কিন্তুক,O
,ফুয়া,O
,আখতা,O
,ফুড়িরে,O
,কুনতা,O
,না,O
,জানাইয়া,O
,দেশর,B-LOC
,বাইরে,I-LOC
,গেছে,O
,গি,O
Sentence: 247,এর,O
,মাঝে,O
,ফুড়ি,O
,ইগু,O
,তাইর,O
,পরিবারর,O
,পছন্দে,O
,বিয়া,O
,খরি,O
,লাইছে,O
Sentence: 248,হে,O
,ফুড়ি,O
,ইগুর,O
,লগে,O
,যুগাযুগ,O
,খরে,O
Sentence: 249,ফুড়ি,O
,ইগু,O
,খেউরে,O
,বিয়া,O
,করাত,O
,রাজি,O
,অয়,O
,না,O
Sentence: 250,হউ,O
,ফুয়া,O
,কুনতা,O
,হুনতো,O
,চায়,O
,না,O
,তাইর,O
,লগে,O
,দেখা,O
,করতো,O
,চায়,O
Sentence: 251,ফুড়ি,O
,মামলা,O
,চায়,O
,না,O
,কারণ,O
,তাই,O
,বিয়াতি,O
,মামলার,O
,বিষয়টা,O
,জানাজানি,O
,অইলে,O
,সংসার,O
,টিকতো,O
,নায়,O
Sentence: 252,মোর,O
,জাামাই,B-REL
,বাক্কা,O
,ফুড়িন্তর,O
,লগে,O
,হারা,O
,রাইত,O
,জাগিয়া,O
,মাতে,O
Sentence: 253,এখন,O
,খতা,O
,অইলো,O
,মুই,O
,কাবিনর,B-OBJ
,টেখা,I-OBJ
,দিলাইমু,O
,ফত্তেক,O
,মাসে,O
,মাসে,O
Sentence: 254,মুই,O
,সাত,O
,মাস,O
,পিরিত,O
,খরি,O
,এখজনরে,O
,বিয়া,O
,খরছি,O
Sentence: 255,এখন,O
,বিয়ার,O
,পরে,O
,জানতাম,O
,ফারছি,O
,মোর,O
,জামাই,B-REL
,আগে,O
,দুই,O
,বিয়া,O
,করছইন,O
Sentence: 256,মুুই,O
,মানসিকভাবে,O
,বাক্কা,O
,সমস্যার,O
,মাঝে,O
,আছি,O
Sentence: 257,মোর,O
,খতা,O
,এখান,O
,অউ,O
,ফুয়াইন্তর,O
,লগে,O
,কিওর,O
,দরখার,O
,থাকতো,O
,পারে।,O
Sentence: 258,ক্লাসর,O
,হখল,O
,ফুড়িন্তর,O
,লগেউ,O
,মিশতাম,O
Sentence: 259,মুই,O
,ধরিয়া,O
,নিলাম,O
,মোর,O
,বাক্কা,O
,দুষ,O
,বাক্কা,O
,ভুল,O
Sentence: 260,কিন্তু,O
,আমারার,O
,তিন,O
,বছর্‌র,O
,বাইচ্চা,B-REL
,তার,O
,দুষ,O
,কুন,O
,জাগাত,O
Sentence: 261,আমরা,O
,কইছলাম,O
,এখটু,O
,সময়,O
,লওয়ার,O
,লাগি,O
,আর,O
,তানর,O
,বউরে,B-REL
,লইয়া,O
,আওয়ার,O
,লাগি,O
Sentence: 262,তুমারে,O
,যেদিন,O
,কইছলাম,O
,বিয়াটা,O
,খরি,O
,লাও,O
Sentence: 263,হেদিন,O
,খতা,O
,খান,O
,কইছলাম,O
,খালি,O
,তুমার,O
,ভালার,O
,লাগি,O
Sentence: 264,কিন্তু,O
,তুমি,O
,এখন,O
,অতউ,O
,ভালা,O
,আছো,O
,যেন,O
,আমি,O
,মানতাম,O
,ফারিয়ার,O
,না,O
Sentence: 265,তুমি,O
,আর,O
,মোর,O
,নাই,O
,ইকান,O
,মানিয়া,O
,নিতাম,O
,ফাররাম,O
,না,O
Sentence: 266,পছন্দ,O
,খরিয়াও,O
,পরিবারর,O
,মাইধ্যমে,O
,বিয়া,O
,খরি,O
,আনছে,O
Sentence: 267,মোর,O
,ভালাপাওয়া,O
,মানুষর,O
,লগেউ,O
,মোর,O
,বিয়া,O
,অইছে,O
Sentence: 268,তারে,O
,ছাড়া,O
,মুই,O
,হয়তো,O
,বাচতাম,O
,ফারতাম,O
,নায়,O
Sentence: 269,এখন,O
,আর,O
,মানুষর,O
,মাঝে,O
,মায়া,O
,জিনিসটা,O
,খুব,O
,এখটা,O
,রইছে,O
,না,O
Sentence: 270,মুই,O
,মোর,O
,ছুটো,B-REL
,বাইচ্চাগুরে,I-REL
,লইয়া,O
,বাফর,B-LOC
,বাড়িত,I-LOC
,যাই,O
Sentence: 271,আফনে,O
,নিজর,O
,পরিবার,O
,লইয়া,O
,বইন,O
Sentence: 272,পরিবারো,O
,ছুটো,O
,খাটো,O
,ঝামেলা,O
,থাখে,O
Sentence: 273,মোরে,O
,এখটু,O
,সাহায্য,O
,খরইন,O
Sentence: 274,দয়া,O
,খরিয়া,O
,নাম,O
,পরিচয়,O
,গুফন,O
,রাখবা,O
Sentence: 275,মুই,O
,এখান,O
,কঠিন,O
,সমস্যা,O
,লইয়া,O
,হাজির,O
,হইছি,O
Sentence: 276,এখসময়,O
,ফুয়া,O
,অগুর,O
,ফুড়ি,O
,অগুরে,O
,ভালা,O
,লাগবো,O
Sentence: 277,তারার,O
,চাইর,O
,বছরর,O
,এখটা,O
,বাইচ্চা,B-REL
,ফুড়ি,I-REL
,আছে,O
Sentence: 278,গত,O
,এখ,O
,মাস,O
,আগে,O
,বউর,B-REL
,লগে,O
,ঝগড়া,O
,লাগিয়া,O
,জামাই,B-REL
,দেশো,B-LOC
,আইচ্চে,O
Sentence: 279,ফুয়া,O
,ফুড়ি,O
,এখজন,O
,আরোখজনরে,O
,খুব,O
,ভালা,O
,পায়,O
Sentence: 280,হে,O
,বিয়া,O
,খরি,O
,সুখী,O
,অইতো,O
,চায়,O
Sentence: 281,ফুয়া,O
,ইউরোপ,B-LOC
,পড়ালেখা,O
,খরে,O
Sentence: 282,কিন্তু,O
,ফুড়ির,O
,পরিবার,O
,রাজি,O
,না,O
Sentence: 283,ফুড়িরে,O
,আরোখ,O
,ফুয়ার,O
,লগে,O
,বিয়া,O
,দেওয়ার,O
,আয়োজন,O
,করছিল,O
Sentence: 284,বাধ্য,O
,অইয়া,O
,ফুয়া,O
,ফুড়ি,O
,নিজর,O
,ইচ্ছাত,O
,বিয়া,O
,খরি,O
,লায়,O
Sentence: 285,আইজ,O
,দেওয়ালো,B-OBJ
,পিঠ,O
,ঠেকি,O
,গেছে,O
Sentence: 286,আইজ,O
,প্রায়,O
,৮,O
,দিন,O
,ধরি,O
,পানি,B-FOOD
,নাই,O
Sentence: 287,অথচ,O
,আশ,O
,পাশর,O
,হখল,O
,বাড়িত,O
,পানি,B-FOOD
,দের,O
,খালি,O
,আমরার,O
,বাড়িত,O
,দের,O
,না,O
Sentence: 288,যারার,O
,লগে,O
,ভালা,O
,খাতির,O
,খালি,O
,তারারে,O
,পানি,B-FOOD
,দিবা,O
,আর,O
,খেউরে,O
,দিতা,O
,না,O
Sentence: 289,পানি,B-FOOD
,পাইমু,O
,কিনা,O
,জানিয়ার,O
,না,O
Sentence: 290,পাশ,O
,খরা,O
,ডাখতররা,B-ROLE
,এখন,O
,ভালা,O
,অবস্থাত,O
,নাই,O
Sentence: 291,কিতার,O
,লাগি,O
,অতো,O
,টেখা,B-OBJ
,ধার,O
,করাইয়া,O
,ডাখতরি,B-ROLE
,পড়তায়,O
,অইবো,O
Sentence: 292,ভর্তি,O
,অই,O
,গেছো,O
,যেতুক,O
,পড়াশুনা,O
,চালাইয়া,O
,যাও,O
Sentence: 293,জামাইর,B-REL
,অভিযোগ,O
,বউ,B-REL
,তান,O
,সংসারর,O
,দায়িত্ব,O
,পালন,O
,কররা,O
,না,O
Sentence: 294,দুয়োগু,O
,দুয়োগুরে,O
,সন্দেহ,O
,করইন,O
Sentence: 295,বউর,B-REL
,ধারনা,O
,জামাই,B-REL
,পরকীয়া,O
,কররা,O
Sentence: 296,অউ,O
,বিষয়ে,O
,আর,O
,মাততাম,O
,চাইয়ার,O
,না,O
Sentence: 297,আইজকাইল,O
,হুরু,O
,ইতায়ও,O
,পাত্তা,O
,দিরা,O
,না,O
Sentence: 298,খেউ,O
,আর,O
,ডরাইরা,O
,না,O
Sentence: 299,মোর,O
,ইতা,O
,আর,O
,থুরাও,O
,ভালা,O
,লাগের,O
,না,O
Sentence: 300,যেরা,O
,ভাবছিলা,O
,বড়,O
,অইয়া,O
,গরীবর,O
,সেবা,O
,করতা,O
,কিন্তুক,O
,বড়,O
,অইয়া,O
,দেখরা,O
,নিজেউ,O
,গরীব,O
Sentence: 301,বেটির,O
,বয়স,O
,অইবো,O
,আশির,O
,উফরে,O
Sentence: 302,এখটাউ,O
,দুনিয়া,B-LOC
