Sentence #,chittagong_word,bio_tag
,ফুরান,O
,ইতিহাস,O
,মনঅত,O
,ফরে,O
Sentence: 187,এই,O
,চবির,O
,বেজ্ঞুন,O
,গান,O
,বউত,O
,সুন্দর,O
Sentence: 188,এগাযা,O
,গানওন,O
,বর,O
,সুন্দর,O
,ফুইন্তো,O
,গম,O
,লাগে,O
Sentence: 189,মৌসুমি,B-PER
,আফারে,O
,হয়্যি,O
,এন্ডিল্লা,O
,এক্কান,O
,চবি,O
,আঁরারে,O
,আবার,O
,উফার,O
,দঅন,O
Sentence: 190,মৌসুমি,B-PER
,আসলেই,O
,বর,O
,সুন্দরি,O
,আঁই,O
,হাচ,O
,অত্তুন,O
,চাই,O
,দেইক্কি,O
Sentence: 191,একদিন,O
,ফিতিবার,B-LOC
,মায়া,O
,হাডাই,O
,যাইয়্যুম,O
,বই,O
,ফরফারঅত,O
Sentence: 192,চোক,O
,মেলিলেই,O
,দেহি,O
,তোঁয়ারে,O
,চোক,O
,বান্দিলে,O
,ফাই,O
,আরো,O
,হাঁচে,O
Sentence: 193,আরোও,O
,বালভাসা,O
,আঁই,O
,দিতা,O
,চাই,O
Sentence: 194,এই,O
,গান,O
,আঁর,O
,এত,O
,ফ্রিয়,O
,আইযো,O
,ফুনি,O
,বউত,O
,সুন্দর,O
,এক্কান,O
,অনূবুতি,O
,হাজ,O
,গরে,O
Sentence: 195,যৌবন,O
,আইবর,O
,আগে,O
,তারে,O
,বলবাইসসিলাম,O
,আবার,O
,যৌবন,O
,শেষ,O
,অইবর,O
,ফরও,O
,তারেই,O
,বালবাইসসম,O
Sentence: 196,সাত,O
,বচর,O
,ফর,O
,তোয়াই,O
,পায়্যি,O
,আঁর,O
,ফ্রিয়,O
,গানইবা,O
Sentence: 197,জিবন,O
,অত,O
,বউত,O
,গান,O
,ফুইন্নি,O
,তারফরো,O
,কেন,O
,যানি,O
,গান,O
,এগুনর,O
,নান,O
,এত,O
,গম,O
,ন,O
,লাগে,O
Sentence: 198,যেত্তে,O
,গানইবা,O
,নতুন,O
,বাইর,O
,অয়্যিল,O
,এত্তে,O
,বউত,O
,ফুইন্নি,O
Sentence: 199,এই,O
,গানইবাযে,O
,হতবার,O
,ফুইন্নি,O
,তার,O
,ইসাব,O
,নেই,O
Sentence: 200,গুরাহাল,O
,অর,O
,সৃতি,O
,মনোত,O
,ফরি,O
,যা,O
,গই,O
Sentence: 201,মাত্র,O
,এক,O
,বচর,O
,ফর,O
,গানইবার,O
,বয়স,O
,এক,O
,যুগ,O
,অয়,O
,যাইবই,O
Sentence: 202,ববিষ্যতঅত,O
,আঁর,O
,ফোয়া,B-REL
,মাইয়্যা,B-REL
,যেত্তে,O
,গান,O
,এগুন,O
,দেইবো,O
,তার,O
,বাফ,B-REL
,হতো,O
,রোমান্টিক,O
,আচিল,O
Sentence: 203,এই,O
,গানইবা,O
,হতোবার,O
,ফুইন্নি,O
,আঁই,O
,নিজেই,O
,ন,O
,যানি,O
Sentence: 204,এনগরি,O
,সময়,O
,যাইবই,O
,কিন্তু,O
,তাকি,O
,যাইবই,O
,এসব,O
,কিচু,O
,গান,O
Sentence: 205,তারারে,O
,বউত,O
,দইন্যবাদ,O
,যারা,O
,গান্নুন,O
,উফার,O
,দি,O
,গেয়্যে,O
Sentence: 206,রুমি,B-PER
,বাইয়্যা,B-REL
,আবার,O
,ফিরি,O
,আয়্যু,O
,বেজ্ঞুনর,O
,মাযে,O
,নতুন,O
,গান,O
,লয়,O
Sentence: 207,ফুরান,O
,দিন,O
,অর,O
,হতা,O
,মনোত,O
,ফরি,O
,গেয়্যুই,O
Sentence: 208,আঁযি,O
,গেইয়্যুই,O
,হতকিচু,O
,হতো,O
,আফনজনন,O
Sentence: 209,শুদু,O
,গান্নুন,O
,যেন,O
,আচিল,O
,এনই,O
,রয়,O
,গেয়্যুই,O
Sentence: 210,এই,O
,গান্নুন,O
,লয়,O
,বউত,O
,আবেগ,O
,আচে,O
Sentence: 211,এই,O
,গানইবা,O
,ফুনি,O
,চোকঅত,O
,ফানি,O
,আ,O
,গেয়্যুই,O
Sentence: 212,এইসব,O
,গান,O
,গুরাহাল,O
,অত্তুন,O
,ফনি,O
,ডর,O
,অয়্যি,O
Sentence: 213,এই,O
,গানইবা,O
,ফুনি,O
,মনো,O
,অইল,O
,আঁই,O
,বাংলাদেশ,B-LOC
,অত্তুন,O
,গুরি,O
,আইস্যি,O
Sentence: 214,এই,O
,চবিয়ান,B-OBJ
,দেইলে,O
,বোযা,O
,যায়,O
,আঁরার,O
,দেশর,B-LOC
,লাই,O
,হতো,O
,হস্ট,O
,গইরগে,O
,মুক্তিযুদ্দা,B-ROLE
,বাইওক্কল,I-ROLE
Sentence: 215,আঁরা,O
,জিবন,O
,অত,O
,ন,O
,বুইল্লম,O
Sentence: 216,যতদিন,O
,ফিতিবির,B-LOC
,বুক,O
,অত,O
,বাংলাদেশ,B-LOC
,অর,O
,নাম,O
,আন,O
,তাইবো,O
,ততদিন,O
,এই,O
,গানইবা,O
,চলাত,O
,তাইবো,O
Sentence: 217,মুক্তিযুদ্ধর,B-ROLE
,বাইওক্কল,I-ROLE
,আঁরার,O
,লাই,O
,হতো,O
,হস্ট,O
,গইরগে,O
Sentence: 218,গানইবা,O
,ফুনি,O
,আঁর,O
,বউত,O
,বালা,O
,লাইজ্ঞে,O
Sentence: 219,গানইবা,O
,ফুনি,O
,চোকঅত,O
,ফানি,O
,আ,O
,গেয়্যুই,O
,সত্যি,O
,কুব,O
,গম,O
,লাইজ্ঞে,O
Sentence: 220,বারতিয়,B-ROLE
,অইয়েরেও,O
,হডে,O
,যানি,O
,আঁই,O
,বাংলাদেশি,B-ROLE
,অনুবব,O
,গরির,O
Sentence: 221,আযিয়ার,O
,এই,O
,দিন,O
,অত,O
,বাংলাদেশঅরে,B-LOC
,কুব,O
,মনোত,O
,ফরের,O
Sentence: 222,সেই,O
,গুরাহাল,O
,অর,O
,হতা,O
,মনোত,O
,ফরি,O
,যা,O
,গই,O
,যতবার,O
,ফুনি,O
,অতিত,O
,অত,O
,ফিরি,O
,যাই,O
,গই,O
Sentence: 223,এই,O
,গুরা,O
,ফোয়াওয়া,O
,ওজ্ঞা,O
,বল,B-OBJ
,লই,O
,কেলা,O
,হার,O
Sentence: 224,মানুষইবা,O
,ফোন,B-OBJ
,অত,O
,হতা,O
,হর,O
Sentence: 225,বাআরে,O
,বেশ,O
,কিচু,O
,মানুষ,O
,গুরি,O
,বেরার,O
Sentence: 226,রাতিয়া,O
,একদল,O
,মানুষ,O
,এক্কোফোয়ারে,O
,বাইরে,O
,বই,O
,তাকে,O
Sentence: 227,তুঁই,O
,হিন,O
,সময়্যান,O
,নিজরার,O
,মতো,O
,গরি,O
,গুচাই,O
,লইবর,O
,চেস্টা,O
,গরির,O
Sentence: 228,আযিয়া,O
,তোঁয়ার,O
,মাইয়্যারে,B-REL
,লই,O
,আরা,O
,বইমেলা,B-LOC
,গুইরগি,O
,কিন্তু,O
,হনো,O
,আনন্দ,O
,ন,O
,ফাই,O
Sentence: 229,তোঁয়ার,O
,ফচন্দর,O
,বেশ,O
,কিচু,O
,বই,B-OBJ
,কিন্নি,O
Sentence: 230,বেজ্ঞিন,O
,কেন,O
,নিযাম,O
,আর,O
,ফাকা,O
,লাহের,O
Sentence: 231,আঁই,O
,যানি,O
,আঁরার,O
,হনোদিন,O
,এফারে,O
,এক্কোফোয়ারে,O
,বই,B-OBJ
,ফরা,O
,ন,O
,অইবো,O
Sentence: 232,তুঁই,O
,নেই,O
,এই,O
,কটিন,O
,সইত্যইয়ান,O
,আঁই,O
,আইযো,O
,বিশ্বাস,O
,গরিত,O
,ন,O
,ফারির,O
Sentence: 233,কেন,O
,যানি,O
,মনো,O
,অয়্যে,O
,বেলা,O
,শেষে,O
,তুঁই,O
,গর,O
,অত,O
,ফিরিবা,O
Sentence: 234,আঁই,O
,এক,O
,আযিন্না,O
,আফিসত্তুন,B-ORG
,বাসাত,O
,ফিরি,O
,দেইক্কম,O
,তুঁই,O
,আচো,O
,সত্যিই,O
,তুঁই,O
,আচো,O
Sentence: 235,তুঁই,O
,তোঁয়ার,O
,যের,O
,ফোয়ারে,B-REL
,লই,O
,বেস্তো,O
,সময়,O
,হাডোর,O
Sentence: 236,আঁই,O
,হনোদিনও,O
,চিন্তা,O
,ন,O
,গরি,O
,আঁর,O
,মাইয়্যা,B-REL
,তার,O
,মার,B-REL
,আদর,O
,বালবাসা,O
,চারা,O
,ডঅর,O
,অইব,O
,হাজর,B-ROLE
,মানুষর,I-ROLE
,হাচে,O
Sentence: 237,নিয়াস,O
,বন্দ,O
,অই,O
,আয়্যে,O
,গুযোরি,O
,হাইন্তো,O
,মনে,O
,হয়,O
Sentence: 238,তুঁই,O
,যানো,O
,সত্যিই,O
,কুব,O
,কটিন,O
,হাম,O
,বাফ,B-REL
,অই,O
,মার,B-REL
,দ্যিত্ত,O
,ফালন,O
,গরা,O
Sentence: 239,ফোয়াওক্কলেরে,O
,একমাত্র,O
,তার,O
,মার,B-REL
,কোলঅতই,O
,মানায়,O
Sentence: 240,তোঁয়ার,O
,মাইয়্যা,B-REL
,আঁর,O
,কোল,O
,অত,O
,আই,O
,শুদু,O
,তোঁয়ারে,O
,তোয়াই,O
,ফঁল্লাই,O
Sentence: 241,তুঁই,O
,যাইবর,O
,ফর,O
,তোঁয়ার,O
,মাইয়্যা,B-REL
,কেন,O
,যানি,O
,আন্ত,O
,অয়,O
,গেইয়্যুয়,O
Sentence: 242,ইয়ান,O
,আঁই,O
,চারা,O
,হনিকাই,O
,ন,O
,বুযের,O
,ফঁল্লাই,O
Sentence: 243,আঁই,O
,ত,O
,বাফ,B-REL
,আঁই,O
,আঁর,O
,মাইয়্যার,B-REL
,মুকর,O
,ইক্কা,O
,চায়,O
,বউত,O
,কিচু,O
,বুজিত,O
,ফারি,O
Sentence: 244,এন্ডিল্লা,O
,মানুষ,O
,হন,O
,অত্তে,O
,টিক,O
,ন,O
,মই,O
Sentence: 245,তারার,O
,দুইজন,O
,অর,O
,বিয়া,O
,অইবর,O
,হতা,O
,আচিল,O
Sentence: 246,কিন্তু,O
,ফোয়া,O
,অটাথ,O
,গরি,O
,মাইফোয়ারে,O
,ন,O
,জানাই,O
,বিদেশ,B-LOC
,গেয়্যুয়,O
Sentence: 247,ইন,O
,অর,O
,মাযোদ্দি,O
,মাইয়্যা,O
,ইবা,O
,তার,O
,ফরিবারর,O
,ফচন্দে,O
,বিয়া,O
,গরে,O
Sentence: 248,ইতে,O
,মাইফোয়াইবার,O
,ফোয়ারে,O
,যোগাযোগ,O
,গরে,O
Sentence: 249,মাইফোইবা,O
,হনিকারে,O
,বিয়া,O
,গইরতো,O
,রাযি,O
,ন,O
,মই,O
Sentence: 250,অই,O
,ফোয়া,O
,হনো,O
,কিচু,O
,ফুইন্তো,O
,ন,O
,চায়,O
,তার,O
,ফোয়ারে,O
,দেহা,O
,গইরতো,O
,চাই,O
Sentence: 251,মাইয়্যা,O
,মামলা,O
,ন,O
,চায়,O
,হারন,O
,ইবা,O
,বিয়াইত্যা,O
,মামলার,O
,বিষয়্যান,O
,জানাজানি,O
,অইলে,O
,সংসার,O
,ন,O
,টিকিবো,O
Sentence: 252,আঁর,O
,জামাই,B-REL
,বিবিন্ন,O
,মাইফোয়ার,O
,ফোয়ারে,O
,আরা,O
,রাইত,O
,জাগি,O
,হতা,O
,হয়,O
Sentence: 253,এহন,O
,হতা,O
,অইলদি,O
,আঁই,O
,হাবিনর,B-OBJ
,টিয়া,I-OBJ
,দি,O
,দিয়্যুম,O
,ফতি,O
,মাসে,O
,মাসে,O
Sentence: 254,আঁই,O
,সাত,O
,মাস,O
,ফ্রেম,O
,গরি,O
,একজনঅরে,O
,বিয়া,O
,গইরগি,O
Sentence: 255,আঁই,O
,বিয়ার,O
,ফর,O
,জানিত,O
,ফারি,O
,আঁর,O
,জামাইর,B-REL
,আগে,O
,দুয়্যা,O
,বিয়া,O
,গইরগিল,O
Sentence: 256,আঁই,O
,মানুসিক,O
,বাবে,O
,কুব,O
,সমস্যাত,O
,আচি,O
Sentence: 257,আঁর,O
,এক্কানই,O
,হতা,O
,ফোয়াওক্কলর,O
,হাচে,O
,কি,O
,অর,O
,ফ্রয়োজন,O
,তাকিত,O
,ফারে,O
Sentence: 258,ক্লাস,O
,অর,O
,বেজ্ঞুন,O
,মাইফোয়ার,O
,লই,O
,মিশিতাম,O
Sentence: 259,আঁই,O
,দরি,O
,লইলাম,O
,আঁর,O
,বউত,O
,দুষ,O
,বউত,O
,বুল,O
Sentence: 260,কিন্তু,O
,আঁরার,O
,তিন,O
,বচরর,O
,বাইচ্চা,B-REL
,ইতার,O
,দুষ,O
,আন,O
,হডে,O
Sentence: 261,আঁরা,O
,এক্কা,O
,সময়,O
,লইতো,O
,হয়্যি,O
,আর,O
,ইবার,O
,বউওরে,B-REL
,লয়,O
,আইত,O
Sentence: 262,তোঁয়ারে,O
,যেদিন,O
,বিয়া,O
,গরি,O
,ফেলাইতো,O
,হইলাম,O
Sentence: 263,এদিন,O
,হতায়ান,O
,হইলাম,O
,তোঁয়ার,O
,বালার,O
,লাই,O
Sentence: 264,কিন্তু,O
,তুঁই,O
,এহন,O
,এতোই,O
,বালা,O
,আচো,O
,ইয়ান,O
,আঁই,O
,মানি,O
,লইত,O
,ন,O
,ফারির,O
Sentence: 265,তুতুঁই,O
,আর,O
,আঁর,O
,নাই,O
,ইয়ান,O
,মানি,O
,লত,O
,ন,O
,ফারির,O
Sentence: 266,ফচন্দ,O
,গরিই,O
,ফরবারর,O
,মাদ্যমে,O
,বিয়া,O
,গরি,O
,আইন্নে,O
Sentence: 267,আঁর,O
,বালবাসার,O
,মানুষঅর,O
,ফোয়ারে,O
,আঁর,O
,বিয়া,O
,অইয়্যে,O
Sentence: 268,তারে,O
,চারা,O
,আএ,O
,বাচিত,O
,ন,O
,ফাইরগম,O
,ফঁল্লাই,O
Sentence: 269,এহন,O
,আর,O
,মানুষর,O
,মইদ্ধে,O
,মায়া,O
,হদে,O
,জিনিসসান,O
,কুব,O
,এক্কান,O
,নাই,O
Sentence: 270,আঁই,O
,আঁর,O
,গুরা,B-REL
,ফোয়াওয়ারে,I-REL
,লই,O
,বাফর,B-LOC
,বারিত,I-LOC
,যাইর,O
Sentence: 271,অনে,O
,নিযর,O
,ফরিবার,O
,লই,O
,বয়্যুন,O
Sentence: 272,ফরিবারত,O
,চোড,O
,হাডো,O
,যামিলা,O
,তাকে,O
Sentence: 273,আঁরে,O
,এক্কানা,O
,সাহায্য,O
,গরিবান,O
Sentence: 274,দয়া,O
,গরি,O
,নাম,O
,ফরিচয়,O
,গোফন,O
,রাকিবান,O
Sentence: 275,আঁই,O
,এক্কান,O
,কটিন,O
,সমস্যা,O
,লই,O
,আযির,O
,অয়্যি,O
Sentence: 276,একসময়,O
,ফোয়াইবারতুন,O
,মাইফোয়া,O
,ইবারে,O
,গম,O
,লাগিতো,O
Sentence: 277,তারার,O
,চাইর,O
,বচরর,O
,ওজ্ঞা,O
,যের,B-REL
,ফোয়া,I-REL
,আচে,O
Sentence: 278,গত,O
,এম্মাস,O
,আগে,O
,বউঅর,B-REL
,ফোয়ারে,O
,হইয্যা,O
,গরি,O
,জামাই,B-REL
,দেশ,B-LOC
,অত,O
,আ,O
,গেইয়্যুয়,O
Sentence: 279,ফোয়া,O
,মাইয়্যা,O
,একজন,O
,আরেকজন,O
,অরে,O
,ফ্রচন্ড,O
,বালবাসে,O
Sentence: 280,ইতে,O
,বিয়া,O
,গরি,O
,সুকি,O
,অইত,O
,চায়,O
Sentence: 281,ফোয়াইবা,O
,ইঊরোফ,B-LOC
,ফরাশোনা,O
,গইরতো,O
,চাই,O
Sentence: 282,কিন্তু,O
,মাইয়্যার,O
,ফরিবার,O
,রাযি,O
,নই,O
Sentence: 283,মাইয়্যারে,O
,অইন্য,O
,ফোয়ার,O
,লই,O
,বিয়া,O
,দিবর,O
,আয়োজন,O
,গরে,O
Sentence: 284,বাইদ্য,O
,অয়,O
,ফোয়া,O
,মাইয়্যা,O
,নিজরার,O
,ইচ্চাত,O
,বিয়া,O
,গরি,O
,ফেলাই,O
Sentence: 285,আযিয়া,O
,দেয়ালত,B-OBJ
,ফিট,O
,টেকি,O
,গেয়্যুই,O
Sentence: 286,ফানি,B-FOOD
,নাই,O
,আযিয়া,O
,ফ্রায়,O
,আস্ট,O
,দিন,O
Sentence: 287,অতচ,O
,ফাশর,O
,বেজ্ঞিন,O
,বারিত,O
,ফানি,O
,দি,O
,ফিলার,O
,শুদু,O
,আঁরো,B-LOC
,বারিতই,I-LOC
,ন,O
,ফানি,B-FOOD
,ন,O
,দের,O
Sentence: 288,যারার,O
,লয়,O
,বালা,O
,মিল,O
,আইসসে,O
,এতারোরে,O
,ফানি,B-FOOD
,দিয়ে,O
,দে,O
,আর,O
,কোন্নারে,O
,নো,O
,দিবো,O
Sentence: 289,হইন্নো,O
,ফারি,O
,ফানি,B-FOOD
,ফাইয়্যুম,O
,নে,O
,ন,O
,ফাইয়্যুম,O
Sentence: 290,ফাশ,O
,গরা,O
,ডাক্তর,B-ROLE
,এহন,O
,বালা,O
,অবস্তাত,O
,নেই,O
Sentence: 291,এত,O
,টিয়া,B-OBJ
,দার,O
,গরি,O
,ডাক্তরি,B-ROLE
,কিল্লাই,O
,ফরা,O
,ফইরগে,O
,দে,O
Sentence: 292,যেহেতু,O
,বর্তি,O
,অই,O
,গেয়্যুন,O
,গই,O
,ফরাশোনা,O
,চালাই,O
,যন,O
Sentence: 293,জামাইর,B-REL
,অবিযোগ,O
,বউ,B-REL
,টিকমতো,O
,তার,O
,সংসারঅর,O
,দায়িত্ত,O
,ফালন,O
,ন,O
,গরের,O
Sentence: 294,দুজনেই,O
,দুজনরে,O
,সন্দেহ,O
,গরে,O
Sentence: 295,বউঅর,B-REL
,দারোনা,O
,জামাই,B-REL
,ফরকিয়া,O
,গরের,O
Sentence: 296,এই,O
,বিষয়্যান,O
,লই,O
,আর,O
,হতা,O
,হইতো,O
,ন,O
,চাইর,O
Sentence: 297,আইযহাল,O
,গুরাওক্কলও,O
,ফাত্তা,O
,ন,O
,দের,O
Sentence: 298,হনিকাই,O
,আর,O
,ন,O
,ডারার,O
Sentence: 299,আঁর,O
,এগিন,O
,এক্কানাও,O
,গম,O
,ন,O
,লাগের,O
Sentence: 300,যারা,O
,বাইবিল,O
